"","Gene","APAP","Control.1","Control.2"
"759","ENSG00000274978",2,2,0
"760","ENSG00000162419",595,270,269
"761","ENSG00000252777",2,1,0
"762","ENSG00000198492",2471,1876,1769
"763","ENSG00000116329",2,7,2
"764","ENSG00000159023",4981,4643,4826
"765","ENSG00000225616",5,3,10
"766","ENSG00000206704",1,6,0
"767","ENSG00000277958",7,13,1
"768","ENSG00000253304",97,34,92
"769","ENSG00000225750",10,22,4
"770","ENSG00000116350",3590,3485,2819
"771","ENSG00000116353",617,377,379
"772","ENSG00000237934",33,30,7
"773","ENSG00000060656",1115,563,413
"774","ENSG00000230523",12,0,0
"775","ENSG00000233399",1,6,1
"776","ENSG00000162510",4,5,0
"777","ENSG00000186056",51,30,28
"778","ENSG00000287510",0,0,0
"779","ENSG00000162511",2899,521,759
"780","ENSG00000264773",4,0,2
"781","ENSG00000229607",0,0,0
"782","ENSG00000223382",4,0,0
"783","ENSG00000162512",2569,1161,1530
"784","ENSG00000134644",3064,2009,2458
"785","ENSG00000237329",46,35,40
"786","ENSG00000232768",14,24,27
"787","ENSG00000060688",892,587,527
"788","ENSG00000229447",16,15,12
"789","ENSG00000121766",404,218,198
"790","ENSG00000229044",6,9,3
"791","ENSG00000121769",312,59,47
"792","ENSG00000168528",4323,1966,1460
"793","ENSG00000215899",0,0,2
"794","ENSG00000260386",5,2,0
"795","ENSG00000284543",17,8,0
"796","ENSG00000229167",16,15,10
"797","ENSG00000142910",507,1402,837
"798","ENSG00000121764",23,19,16
"799","ENSG00000162517",1108,631,838
"800","ENSG00000235790",8,15,5
"801","ENSG00000264078",4,1,0
"802","ENSG00000084636",689,62,80
"803","ENSG00000121753",10,0,0
"804","ENSG00000254545",4,0,0
"805","ENSG00000134668",190,4,4
"806","ENSG00000203620",2,0,2
"807","ENSG00000269967",51,37,24
"808","ENSG00000184007",4047,2847,2845
"809","ENSG00000228634",49,42,16
"810","ENSG00000121774",2904,1563,1085
"811","ENSG00000203325",25,17,20
"812","ENSG00000121775",194,178,186
"813","ENSG00000266203",0,2,5
"814","ENSG00000276493",0,0,2
"815","ENSG00000025800",2539,3237,2630
"816","ENSG00000084652",4859,2965,3276
"817","ENSG00000160050",106,41,38
"818","ENSG00000224066",5,3,5
"819","ENSG00000160051",90,42,39
"820","ENSG00000222046",66,49,24
"821","ENSG00000160055",188,133,109
"822","ENSG00000084623",3560,2152,1856
"823","ENSG00000220785",171,173,89
"824","ENSG00000183615",32,39,32
"825","ENSG00000182866",65,40,39
"826","ENSG00000116478",1624,1178,1187
"827","ENSG00000175130",591,538,374
"828","ENSG00000233775",2,1,2
"829","ENSG00000162526",20,15,13
"830","ENSG00000225828",99,58,86
"831","ENSG00000160058",2326,2325,2718
"832","ENSG00000224333",4,2,4
"833","ENSG00000229259",0,0,4
"834","ENSG00000254553",1,0,0
"835","ENSG00000273274",1,0,2
"836","ENSG00000160062",165,141,138
"837","ENSG00000176261",465,355,407
"838","ENSG00000200591",3,9,6
"839","ENSG00000162521",2756,1650,1878
"840","ENSG00000162520",11,14,4
"841","ENSG00000162522",1557,746,639
"842","ENSG00000134684",3397,2733,1799
"843","ENSG00000116497",887,670,600
"844","ENSG00000160097",287,91,29
"845","ENSG00000121905",3,2,7
"846","ENSG00000121900",52,31,27
"847","ENSG00000287691",6,28,9
"848","ENSG00000116514",589,325,368
"849","ENSG00000278966",0,4,0
"850","ENSG00000217644",4,0,2
"851","ENSG00000239670",4,12,2
"852","ENSG00000236065",53,58,31
"853","ENSG00000004455",5233,4296,4119
"854","ENSG00000276645",11,11,10
"855","ENSG00000142920",112,50,73
"856","ENSG00000278997",22,29,31
"857","ENSG00000116525",158,88,112
"858","ENSG00000279179",23,23,11
"859","ENSG00000284721",0,0,0
"860","ENSG00000160094",342,241,210
"861","ENSG00000270115",18,14,9
"862","ENSG00000184389",7,13,1
"863","ENSG00000225313",530,369,262
"864","ENSG00000134686",3866,2232,1706
"865","ENSG00000284154",7,7,8
"866","ENSG00000222112",113,41,51
"867","ENSG00000233246",18,13,5
"868","ENSG00000234512",2,0,0
"869","ENSG00000121903",285,198,143
"870","ENSG00000235907",3,0,0
"871","ENSG00000121904",49,6,0
"872","ENSG00000227000",0,2,0
"873","ENSG00000176256",2,0,0
"874","ENSG00000231163",8,0,0
"875","ENSG00000201148",0,1,0
"876","ENSG00000287703",2,0,0
"877","ENSG00000163866",1577,1643,1343
"878","ENSG00000189280",2,4,14
"879","ENSG00000189433",2,4,5
"880","ENSG00000255811",0,11,3
"881","ENSG00000188910",44,28,61
"882","ENSG00000187513",226,225,411
"883","ENSG00000116544",20,10,4
"884","ENSG00000284773",28,7,17
"885","ENSG00000241014",12,15,7
"886","ENSG00000163867",349,363,345
"887","ENSG00000197056",719,436,469
"888","ENSG00000228348",4,1,1
"889","ENSG00000284640",0,2,1
"890","ENSG00000116560",9115,5276,5255
"891","ENSG00000146463",2157,1546,1567
"892","ENSG00000240374",1,8,1
"893","ENSG00000201542",6,5,7
"894","ENSG00000229994",54,36,39
"895","ENSG00000227409",14,11,14
"896","ENSG00000278702",0,0,2
"897","ENSG00000142687",3660,3799,5810
"898","ENSG00000236274",87,58,98
"899","ENSG00000020129",379,253,461
"900","ENSG00000239636",8,6,1
"901","ENSG00000116819",26,16,16
"902","ENSG00000126067",2731,1462,1404
"903","ENSG00000142686",298,156,132
"904","ENSG00000092853",370,12,20
"905","ENSG00000232335",2,0,0
"906","ENSG00000134698",1631,1155,1032
"907","ENSG00000092847",1975,1728,1629
"908","ENSG00000271164",2,6,2
"909","ENSG00000286899",33,10,16
"910","ENSG00000126070",2030,1767,2024
"911","ENSG00000271554",30,38,18
"912","ENSG00000232862",0,3,2
"913","ENSG00000092850",2,7,6
"914","ENSG00000116863",649,247,314
"915","ENSG00000171812",62,38,51
"916","ENSG00000054116",956,633,623
"917","ENSG00000116871",1039,420,359
"918","ENSG00000264592",1,0,0
"919","ENSG00000054118",4995,4719,2984
"920","ENSG00000231849",22,17,14
"921","ENSG00000214193",191,97,75
"922","ENSG00000286379",18,7,2
"923","ENSG00000196182",1634,1218,1021
"924","ENSG00000181817",203,194,142
"925","ENSG00000116885",61,23,32
"926","ENSG00000201448",0,7,4
"927","ENSG00000116898",1187,1366,1240
"928","ENSG00000119535",712,1174,657
"929","ENSG00000163873",6,2,2
"930","ENSG00000284650",1,0,0
"931","ENSG00000223944",0,0,0
"932","ENSG00000233621",94,84,113
"933","ENSG00000163874",884,463,205
"934","ENSG00000163875",878,511,442
"935","ENSG00000263675",7,12,7
"936","ENSG00000163877",537,467,389
"937","ENSG00000232273",18,3,2
"938","ENSG00000237749",18,4,7
"939","ENSG00000163879",235,280,233
"940","ENSG00000134697",1678,1044,673
"941","ENSG00000169218",4,0,0
"942","ENSG00000116922",297,217,229
"943","ENSG00000134690",574,2,32
"944","ENSG00000183317",9,0,2
"945","ENSG00000185090",130,90,113
"946","ENSG00000196449",246,228,139
"947","ENSG00000197982",336,254,308
"948","ENSG00000188786",1031,620,509
"949","ENSG00000235673",7,9,6
"950","ENSG00000204084",965,1022,919
"951","ENSG00000252448",13,7,16
"952","ENSG00000222282",3,1,5
"953","ENSG00000183431",1845,1111,966
"954","ENSG00000212541",16,12,1
"955","ENSG00000183386",251,148,47
"956","ENSG00000183520",715,433,366
"957","ENSG00000185668",4,0,0
"958","ENSG00000224592",2,0,3
"959","ENSG00000223589",0,0,2
"960","ENSG00000284623",2,0,4
"961","ENSG00000286552",0,0,2
"962","ENSG00000237290",0,0,4
"963","ENSG00000238063",2,0,0
"964","ENSG00000215895",22,17,29
"965","ENSG00000116954",354,212,264
"966","ENSG00000228436",32,14,22
"967","ENSG00000214114",406,162,242
"968","ENSG00000274944",1,0,2
"969","ENSG00000131233",10,2,3
"970","ENSG00000158315",58,31,40
"971","ENSG00000174574",1524,1365,1165
"972","ENSG00000168653",1908,792,1309
"973","ENSG00000127603",26694,21748,15661
"974","ENSG00000206654",9,24,15
"975","ENSG00000222378",23,26,9
"976","ENSG00000287422",55,57,35
"977","ENSG00000226438",28,10,12
"978","ENSG00000217897",21,16,6
"979","ENSG00000183682",136,133,75
"980","ENSG00000237624",18,13,3
"981","ENSG00000243970",202,258,112
"982","ENSG00000090621",3372,2105,2356
"983","ENSG00000228060",54,53,30
"984","ENSG00000163909",389,124,182
"985","ENSG00000225903",3,1,2
"986","ENSG00000116981",6,0,0
"987","ENSG00000084072",636,666,604
"988","ENSG00000116985",68,75,123
"989","ENSG00000198754",46,2,6
"990","ENSG00000285905",0,0,2
"991","ENSG00000261798",0,2,0
"992","ENSG00000284719",9,6,12
"993","ENSG00000284678",0,0,1
"994","ENSG00000043514",462,540,461
"995","ENSG00000202222",3,14,12
"996","ENSG00000116990",110,180,270
"997","ENSG00000236546",0,0,6
"998","ENSG00000207356",0,2,2
"999","ENSG00000168389",5135,8083,17145
"1000","ENSG00000228477",264,414,800
"1001","ENSG00000131236",7023,3110,3926
"1002","ENSG00000131238",2472,618,854
"1003","ENSG00000117000",973,917,793
"1004","ENSG00000207508",6,4,0
"1005","ENSG00000188800",0,0,0
"1006","ENSG00000259943",60,39,45
"1007","ENSG00000084073",2162,1719,1585
"1008","ENSG00000231296",4,10,10
"1009","ENSG00000049089",28,17,26
"1010","ENSG00000084070",1681,1809,1692
"1011","ENSG00000213172",0,4,0
"1012","ENSG00000284677",6,4,2
"1013","ENSG00000187801",108,42,38
"1014","ENSG00000260920",74,34,16
"1015","ENSG00000279667",6,0,1
"1016","ENSG00000187815",147,126,147
"1017","ENSG00000238287",8,16,24
"1018","ENSG00000164002",96,82,85
"1019","ENSG00000227278",0,0,2
"1020","ENSG00000238186",8,12,10
"1021","ENSG00000117010",404,435,336
"1022","ENSG00000286838",0,0,2
"1023","ENSG00000236505",1,0,0
"1024","ENSG00000117016",345,101,58
"1025","ENSG00000237899",0,0,1
"1026","ENSG00000272145",66,42,42
"1027","ENSG00000066136",1144,788,712
"1028","ENSG00000198974",8,1,0
"1029","ENSG00000207962",7,2,0
"1030","ENSG00000117013",11,34,6
"1031","ENSG00000179862",529,240,165
"1032","ENSG00000229528",2,0,0
"1033","ENSG00000228940",7,0,0
"1034","ENSG00000286668",1,1,0
"1035","ENSG00000171793",2386,2541,3677
"1036","ENSG00000281207",206,322,390
"1037","ENSG00000171790",156,203,350
"1038","ENSG00000010803",1101,970,736
"1039","ENSG00000215893",24,11,10
"1040","ENSG00000287400",2,4,75
"1041","ENSG00000235358",7,10,121
"1042","ENSG00000213987",0,1,12
"1043","ENSG00000286640",0,3,49
"1044","ENSG00000204060",4,0,0
"1045","ENSG00000229901",0,2,3
"1046","ENSG00000127129",14,0,1
"1047","ENSG00000127124",672,334,321
"1048","ENSG00000230881",4,3,2
"1049","ENSG00000230638",32,17,11
"1050","ENSG00000044012",8,19,42
"1051","ENSG00000197273",4,0,0
"1052","ENSG00000198815",1465,1220,1252
"1053","ENSG00000227527",7,8,17
"1054","ENSG00000177181",30,20,53
"1055","ENSG00000066185",33,22,89
"1056","ENSG00000127125",917,720,1117
"1057","ENSG00000186409",113,115,140
"1058","ENSG00000230116",4,1,0
"1059","ENSG00000236876",53,21,30
"1060","ENSG00000200254",2,0,1
"1061","ENSG00000171960",373,181,141
"1062","ENSG00000285728",84,56,68
"1063","ENSG00000234917",6,4,0
"1064","ENSG00000065978",8379,4992,5162
"1065","ENSG00000164007",0,6,0
"1066","ENSG00000117385",1130,781,618
"1067","ENSG00000164008",154,179,142
"1068","ENSG00000274386",14,25,6
"1069","ENSG00000177868",176,81,80
"1070","ENSG00000164010",782,554,597
"1071","ENSG00000228192",136,91,68
"1072","ENSG00000164011",194,202,199
"1073","ENSG00000237090",0,1,0
"1074","ENSG00000225099",5,3,8
"1075","ENSG00000117394",137,45,79
"1076","ENSG00000284138",4,0,0
"1077","ENSG00000227533",6,2,0
"1078","ENSG00000283973",2,0,0
"1079","ENSG00000186973",6,0,2
"1080","ENSG00000117395",1138,1078,981
"1081","ENSG00000243710",530,547,682
"1082","ENSG00000199240",13,25,14
"1083","ENSG00000179178",8,4,8
"1084","ENSG00000253313",43,5,6
"1085","ENSG00000066056",571,484,323
"1086","ENSG00000117400",24,8,17
"1087","ENSG00000287113",4,0,2
"1088","ENSG00000234694",1,5,2
"1089","ENSG00000117399",1350,8,26
"1090","ENSG00000066322",1272,465,606
"1091","ENSG00000159479",809,543,657
"1092","ENSG00000229431",18,21,16
"1093","ENSG00000198198",2779,2676,2343
"1094","ENSG00000229372",2,0,0
"1095","ENSG00000229348",2,0,6
"1096","ENSG00000142949",10476,14761,11357
"1097","ENSG00000066135",946,368,658
"1098","ENSG00000236200",229,86,157
"1099","ENSG00000126091",455,456,363
"1100","ENSG00000229444",2,13,7
"1101","ENSG00000283414",9,7,4
"1102","ENSG00000233674",11,20,20
"1103","ENSG00000224751",36,26,18
"1104","ENSG00000117407",0,11,5
"1105","ENSG00000237950",24,18,23
"1106","ENSG00000288573",3,7,12
"1107","ENSG00000117408",765,609,708
"1108","ENSG00000285649",2,0,0
"1109","ENSG00000132768",615,303,281
"1110","ENSG00000117410",1721,1038,1051
"1111","ENSG00000117411",1042,521,510
"1112","ENSG00000159214",127,62,63
"1113","ENSG00000196517",59,38,98
"1114","ENSG00000230615",16,0,8
"1115","ENSG00000227163",1,0,0
"1116","ENSG00000233514",1,0,0
"1117","ENSG00000271329",0,0,2
"1118","ENSG00000178028",730,646,756
"1119","ENSG00000117419",727,550,723
"1120","ENSG00000233602",47,25,37
"1121","ENSG00000187147",733,494,458
"1122","ENSG00000126106",502,518,701
"1123","ENSG00000198520",123,137,270
"1124","ENSG00000199377",13,6,8
"1125","ENSG00000200169",91,20,19
"1126","ENSG00000142945",745,11,10
"1127","ENSG00000225721",6,0,1
"1128","ENSG00000142937",9124,5420,7121
"1129","ENSG00000200913",24,7,4
"1130","ENSG00000202031",0,0,1
"1131","ENSG00000234093",8,4,0
"1132","ENSG00000142959",8,0,3
"1133","ENSG00000173846",489,291,79
"1134","ENSG00000188396",83,28,9
"1135","ENSG00000222009",266,191,130
"1136","ENSG00000117425",45,34,27
"1137","ENSG00000226499",5,5,10
"1138","ENSG00000070785",803,706,730
"1139","ENSG00000253039",4,3,6
"1140","ENSG00000229815",13,8,6
"1141","ENSG00000232369",1,0,2
"1142","ENSG00000268949",7,4,5
"1143","ENSG00000126107",1641,1338,1282
"1144","ENSG00000126088",2248,1396,1916
"1145","ENSG00000162415",112,77,28
"1146","ENSG00000234315",5,0,0
"1147","ENSG00000281912",12,9,15
"1148","ENSG00000186603",22,20,12
"1149","ENSG00000132781",54,33,51
"1150","ENSG00000132773",291,176,159
"1151","ENSG00000070759",208,147,249
"1152","ENSG00000236872",13,6,8
"1153","ENSG00000280670",129,32,30
"1154","ENSG00000132763",591,990,1051
"1155","ENSG00000117450",4855,3470,3599
"1156","ENSG00000234379",0,0,1
"1157","ENSG00000117448",3700,3389,2776
"1158","ENSG00000280836",0,0,0
"1159","ENSG00000132780",1903,1480,1169
"1160","ENSG00000281112",0,0,1
"1161","ENSG00000281825",0,7,2
"1162","ENSG00000159588",258,221,221
"1163","ENSG00000159592",3930,3680,3820
"1164","ENSG00000225447",69,71,63
"1165","ENSG00000234329",171,191,156
"1166","ENSG00000159596",415,234,256
"1167","ENSG00000197429",396,369,403
"1168","ENSG00000230896",36,59,53
"1169","ENSG00000086015",1162,643,716
"1170","ENSG00000232467",15,17,3
"1171","ENSG00000117461",395,110,268
"1172","ENSG00000226957",9,0,4
"1173","ENSG00000233114",8,2,2
"1174","ENSG00000227857",0,0,0
"1175","ENSG00000117472",78,55,55
"1176","ENSG00000085998",1756,1489,1381
"1177","ENSG00000171357",3,3,3
"1178","ENSG00000085999",150,10,13
"1179","ENSG00000132128",1873,1595,1138
"1180","ENSG00000173660",1803,1077,1293
"1181","ENSG00000117481",760,605,548
"1182","ENSG00000225779",4,20,3
"1183","ENSG00000117480",838,954,951
"1184","ENSG00000232022",0,0,5
"1185","ENSG00000224863",0,0,0
"1186","ENSG00000269956",74,57,42
"1187","ENSG00000079277",1446,718,677
"1188","ENSG00000142961",508,428,358
"1189","ENSG00000123472",1218,1274,1692
"1190","ENSG00000233647",9,2,6
"1191","ENSG00000186118",10,13,6
"1192","ENSG00000228237",2,3,0
"1193","ENSG00000159658",3405,3236,3111
"1194","ENSG00000142973",0,0,3
"1195","ENSG00000154198",10,7,7
"1196","ENSG00000238145",2,0,1
"1197","ENSG00000187048",8041,7671,12512
"1198","ENSG00000259832",2,1,4
"1199","ENSG00000261196",4,0,0
"1200","ENSG00000261593",5,0,1
"1201","ENSG00000186377",267,57,126
"1202","ENSG00000186160",36,14,24
"1203","ENSG00000225154",12,1,5
"1204","ENSG00000225506",2,0,1
"1205","ENSG00000162365",1273,1310,1214
"1206","ENSG00000225514",2,0,0
"1207","ENSG00000224805",2,0,2
"1208","ENSG00000162366",36,5,16
"1209","ENSG00000162367",43,145,96
"1210","ENSG00000226252",7,12,12
"1211","ENSG00000123473",729,79,74
"1212","ENSG00000162368",6351,5720,6424
"1213","ENSG00000225762",30,31,18
"1214","ENSG00000186790",2,3,2
"1215","ENSG00000237424",36,29,35
"1216","ENSG00000186564",14,7,13
"1217","ENSG00000269113",174,253,263
"1218","ENSG00000225028",32,59,62
"1219","ENSG00000226133",0,2,5
"1220","ENSG00000242267",2,1,1
"1221","ENSG00000279096",0,0,2
"1222","ENSG00000223720",0,0,3
"1223","ENSG00000117834",311,411,486
"1224","ENSG00000272491",15,4,7
"1225","ENSG00000279214",2,4,0
"1226","ENSG00000132122",207,123,181
"1227","ENSG00000224986",19,4,23
"1228","ENSG00000206700",0,0,2
"1229","ENSG00000235105",102,102,165
"1230","ENSG00000223175",2,0,0
"1231","ENSG00000186094",37,16,2
"1232","ENSG00000287661",6,4,0
"1233","ENSG00000162373",1,0,1
"1234","ENSG00000286597",2,0,0
"1235","ENSG00000225623",3,0,0
"1236","ENSG00000237478",6,0,0
"1237","ENSG00000215887",3,0,0
"1238","ENSG00000279324",12,0,0
"1239","ENSG00000233595",0,0,0
"1240","ENSG00000162374",37,4,10
"1241","ENSG00000230828",0,2,0
"1242","ENSG00000237337",4,4,8
"1243","ENSG00000284645",0,0,0
"1244","ENSG00000225671",8,7,5
"1245","ENSG00000142700",4,0,0
"1246","ENSG00000284700",0,2,0
"1247","ENSG00000185104",1510,1154,1216
"1248","ENSG00000225767",37,38,27
"1249","ENSG00000207194",3,2,4
"1250","ENSG00000230585",106,61,114
"1251","ENSG00000237130",11,14,13
"1252","ENSG00000123080",380,74,55
"1253","ENSG00000265538",0,2,1
"1254","ENSG00000204006",0,0,2
"1255","ENSG00000203356",0,5,6
"1256","ENSG00000123091",1784,2158,1839
"1257","ENSG00000233406",29,54,46
"1258","ENSG00000236434",11,25,11
"1259","ENSG00000085831",429,125,42
"1260","ENSG00000261664",6,1,0
"1261","ENSG00000085832",2811,2569,2057
"1262","ENSG00000232027",46,27,38
"1263","ENSG00000206595",1,4,5
"1264","ENSG00000238140",20,14,10
"1265","ENSG00000227070",40,100,93
"1266","ENSG00000252032",8,11,14
"1267","ENSG00000227742",79,170,121
"1268","ENSG00000117859",4065,4080,3661
"1269","ENSG00000236973",25,28,36
"1270","ENSG00000232846",19,22,12
"1271","ENSG00000212624",12,6,6
"1272","ENSG00000078618",3807,4878,3734
"1273","ENSG00000266993",61,43,47
"1274","ENSG00000272175",14,9,10
"1275","ENSG00000283899",1,2,0
"1276","ENSG00000230604",25,25,26
"1277","ENSG00000169213",2748,114,44
"1278","ENSG00000200839",8,0,0
"1279","ENSG00000117862",175,112,154
"1280","ENSG00000198841",72,47,36
"1281","ENSG00000223390",15,16,11
"1282","ENSG00000228369",15,5,12
"1283","ENSG00000134717",869,625,730
"1284","ENSG00000157077",1039,1096,1226
"1285","ENSG00000241745",4,9,4
"1286","ENSG00000228407",11,23,6
"1287","ENSG00000223429",15,16,7
"1288","ENSG00000224255",9,20,20
"1289","ENSG00000236004",3,9,7
"1290","ENSG00000237663",8,6,5
"1291","ENSG00000213735",6,5,11
"1292","ENSG00000154222",1383,1066,850
"1293","ENSG00000272100",7,3,11
"1294","ENSG00000287078",7,2,3
"1295","ENSG00000224680",8,11,8
"1296","ENSG00000085840",381,18,21
"1297","ENSG00000134748",723,469,554
"1298","ENSG00000134744",2194,2155,1950
"1299","ENSG00000272371",0,4,0
"1300","ENSG00000236290",0,0,2
"1301","ENSG00000116157",168,39,42
"1302","ENSG00000182183",2,3,4
"1303","ENSG00000162377",861,716,650
"1304","ENSG00000162378",2629,3329,2809
